Date,Adj Close_JPM,Adj Close_MCD,Adj Close_MSFT,Adj Close_MA,Adj Close_NKE,Adj Close_KO,Adj Close_V,Adj Close_UNH,Adj Close_HD,Adj Close_GOOGL,Adj Close_WMT,Adj Close_AAPL,Adj Close_PFE,Adj Close_META,Adj Close_XOM,Adj Close_TSLA,Adj Close_PG,Adj Close_AMZN,Adj Close_DIS,Adj Close_JNJ
2013-01-02,33.557884216308594,67.76463317871094,22.66823005676269,47.94611358642578,23.05713653564453,27.23982048034668,36.08568954467773,46.60139846801758,50.02701568603516,18.099348068237305,55.01885986328125,16.813859939575195,16.84783363342285,28.0,57.14397811889648,2.357332944869995,51.1129150390625,12.865500450134276,46.45464706420898,53.172245025634766
2013-01-03,33.49026107788086,68.14810943603516,22.36457252502441,48.01470184326172,23.292869567871094,27.23982048034668,36.11355972290039,44.42256546020508,49.88515853881836,18.10985946655273,54.66923522949219,16.60163116455078,16.808818817138672,27.770000457763672,57.04091262817383,2.318000078201294,50.788795471191406,12.923999786376951,46.55464553833008,53.09720230102539
2013-01-04,34.0838737487793,67.56160736083984,21.94599723815918,48.0128173828125,23.51971244812012,27.28328514099121,36.40850830078125,44.507999420166016,49.79058837890625,18.46771812438965,54.87582015991211,16.139196395874023,16.880348205566406,28.76000022888184,57.30501556396485,2.293333053588867,50.891937255859375,12.957500457763672,47.445556640625,53.70518112182617
2013-01-07,34.121429443359375,68.3586654663086,21.90496635437012,48.84489822387695,23.555288314819336,27.022480010986328,36.66862106323242,44.507999420166016,49.52265548706055,18.387136459350582,54.35138320922852,16.044261932373047,16.893352508544922,29.420000076293945,56.64152526855469,2.2893331050872803,50.54573822021485,13.42300033569336,46.336463928222656,53.59259796142578
2013-01-08,34.18906784057617,68.38121795654297,21.790058135986328,48.6841049194336,23.30621719360352,26.834117889404297,37.01000595092773,43.91845703125,49.822113037109375,18.35085105895996,54.50236129760742,16.087444305419922,16.919361114501953,29.059999465942383,56.99581146240234,2.245332956314087,50.46471405029297,13.319000244140623,46.14555358886719,53.600074768066406
2013-01-09,34.166526794433594,68.2834701538086,21.913169860839844,50.0539436340332,23.32845497131348,26.82686996459961,37.57435607910156,44.74726104736328,49.78271484375,18.471471786499023,54.486473083496094,15.836014747619627,17.21196746826172,30.59000015258789,56.776817321777344,2.242666959762573,50.73723983764648,13.317500114440918,46.16372680664063,53.84027862548828
2013-01-10,34.6774787902832,68.7271499633789,21.7161922454834,49.60829544067383,23.37293243408203,26.77616310119629,37.27709579467773,45.37954330444336,50.13734436035156,18.55555534362793,54.31960678100586,16.032320022583008,17.400537490844727,31.299999237060547,57.39519500732422,2.23533296585083,51.024513244628906,13.267000198364258,46.172828674316406,54.185546875
2013-01-11,34.66997146606445,68.97525787353516,22.019865036010746,49.70513534545898,23.61755752563477,26.739938735961918,37.428035736083984,45.13175201416016,50.20039367675781,18.51826858520508,54.53414916992188,15.934016227722168,17.24448585510254,31.71999931335449,57.72372817993164,2.194000005722046,50.98768997192383,13.397000312805176,45.98191833496094,54.30564498901367
2013-01-14,34.47460174560547,68.82488250732422,22.06910514831543,49.21907806396485,23.657583236694336,26.797897338867188,37.30960464477539,45.59316635131836,50.02701568603516,18.099348068237305,54.271934509277344,15.365930557250977,17.387537002563477,30.950000762939453,57.70439147949219,2.2173330783843994,51.28970336914063,13.636500358581545,45.99101257324219,54.4632682800293
2013-01-15,34.8277587890625,68.80982971191406,22.33173370361328,49.15231704711914,23.85773658752441,27.036977767944336,37.263160705566406,45.815311431884766,50.39741897583008,18.14139175415039,54.81227111816406,14.881135940551758,17.309511184692383,30.100000381469727,57.67219924926758,2.259999990463257,51.47385025024414,13.595000267028809,46.44555282592773,54.32066345214844
2013-01-16,35.180931091308594,68.50151824951172,22.19220924377441,49.01034164428711,23.897768020629883,27.036977767944336,37.2050895690918,45.8494873046875,50.32650375366211,17.897647857666016,54.99502944946289,15.498834609985352,17.303003311157227,29.850000381469727,57.63353729248047,2.273333072662353,51.49018478393555,13.446499824523926,46.84555435180664,54.47829055786133
2013-01-17,34.8953971862793,68.99778747558594,22.36457252502441,49.204010009765625,23.78657531738281,27.174617767333984,37.13077163696289,46.48179244995117,51.264305114746094,17.800800323486328,54.70895767211914,15.394404411315918,17.446056365966797,30.13999938964844,58.1037712097168,2.2920000553131104,51.73525619506836,13.52400016784668,47.64555358886719,54.7184944152832
2013-01-18,34.910423278808594,69.373779296875,22.36457252502441,48.98308563232422,23.70206451416016,27.312265396118164,36.756866455078125,46.61849594116211,51.59529495239258,17.630380630493164,54.987083435058594,15.312333106994627,17.257488250732422,29.65999984741211,58.490264892578125,2.301332950592041,51.935733795166016,13.605999946594238,47.5819206237793,54.96619415283203
2013-01-22,34.97053527832031,69.89259338378906,22.282495498657227,48.86650085449219,23.78657531738281,26.899324417114254,36.93801498413086,47.86598205566406,51.81594467163086,17.589338302612305,55.28902816772461,15.458414077758787,17.348529815673828,30.729999542236328,58.56759262084961,2.345999956130981,51.943145751953125,13.509499549865724,47.93646240234375,54.56084442138672
2013-01-23,34.73759460449219,70.29116821289062,22.660022735595703,48.659664154052734,23.61311149597168,26.899324417114254,36.93801498413086,47.77199172973633,52.37548828125,18.556055068969727,55.21751403808594,15.741384506225586,17.329015731811523,30.81999969482422,58.42584228515625,2.400000095367432,52.4926643371582,13.405500411987305,49.04556274414063,54.680965423583984
2013-01-24,34.84279251098633,70.1633071899414,22.676441192626957,49.10154724121094,23.95558738708496,26.88483428955078,37.05646133422852,48.0368766784668,53.07687377929688,18.87412452697754,55.45589447021485,13.796411514282228,17.45906639099121,31.07999992370605,58.84458160400391,2.4660000801086426,52.29215240478516,13.67300033569336,49.04556274414063,54.868595123291016
2013-01-25,35.43640899658203,70.47161102294922,22.881616592407227,48.83452987670898,24.70725440979004,26.84136390686035,37.12149429321289,47.8830680847168,53.44727325439453,18.860610961914062,54.82815170288086,13.471179008483888,17.556598663330078,31.540000915527344,59.0893440246582,2.4653329849243164,54.39366149902344,14.19950008392334,49.43647384643555,55.48408126831055
2013-01-28,35.04567337036133,70.9528579711914,22.90622901916504,48.33623504638672,24.24024200439453,26.812387466430664,36.31095504760742,47.68654251098633,53.25812149047852,18.787036895751957,55.10625457763672,13.775897026062012,17.452564239501953,32.470001220703125,58.6899642944336,2.5353329181671143,54.77978515625,13.802000045776367,49.41828536987305,55.25890350341797
2013-01-29,35.4063606262207,71.37393188476562,22.98830986022949,48.74615478515625,23.98227310180664,27.10941505432129,36.38296127319336,48.088134765625,52.95866394042969,18.86086082458496,55.53534698486328,14.034366607666016,18.011770248413086,30.790000915527344,59.10868453979492,2.5299999713897705,55.69317626953125,13.017499923706056,49.08192443847656,55.85187149047852
2013-01-30,35.41386413574219,71.1859359741211,22.85699462890625,48.51298522949219,23.844396591186523,27.16737174987793,35.999752044677734,47.9172477722168,52.99017333984375,18.864614486694336,55.424110412597656,13.990264892578123,18.04456901550293,31.239999771118164,58.406524658203125,2.501332998275757,55.7525634765625,13.637999534606934,48.90010833740234,55.61168670654297
2013-01-31,35.35374450683594,71.65213775634766,22.528711318969727,48.7386360168457,24.04009437561035,26.979013442993164,36.67327117919922,47.17387771606445,52.73800659179688,18.91116142272949,55.583038330078125,13.949227333068848,17.893707275390625,30.979999542236328,57.95561981201172,2.500667095184326,55.81198120117188,13.274999618530272,48.9819221496582,55.48408126831055
2013-02-01,35.95487594604492,72.14842987060547,22.922651290893555,48.76777648925781,23.884418487548828,27.196352005004883,36.82421112060547,47.65236282348633,53.03748321533203,19.409408569335938,56.01213455200195,13.891962051391602,18.123279571533203,29.729999542236328,58.00072479248047,2.553333044052124,56.3763313293457,13.25,49.627384185791016,55.67924499511719
2013-02-04,35.82713317871094,71.13329315185547,22.52050399780273,48.34565353393555,23.866628646850582,27.058698654174805,36.38064193725586,47.635284423828125,52.29667663574219,18.99449348449707,55.32874298095703,13.545905113220217,17.821550369262695,28.11000061035156,57.42741775512695,2.5160000324249268,55.87880325317383,12.99899959564209,49.00010299682617,55.6266975402832
2013-02-05,36.66119766235352,71.36640930175781,22.56974029541016,48.95393371582031,23.968929290771484,27.631032943725582,37.04951477050781,49.36124801635742,52.320308685302734,19.16266250610352,56.234619140625,14.021196365356444,18.04456901550293,28.63999938964844,57.80746078491211,2.5420000553131104,56.21296310424805,13.344499588012695,49.35464859008789,56.03951644897461
2013-02-06,36.52595138549805,71.48673248291016,22.43842887878418,49.22281646728516,24.089019775390625,27.754186630249023,37.349082946777344,49.02802276611328,52.540977478027344,19.27352333068848,56.663700103759766,14.006193161010742,17.919944763183594,29.049999237060547,57.83966445922852,2.611332893371582,56.54711532592773,13.111000061035156,49.563743591308594,56.58745574951172
2013-02-07,36.24041366577149,71.15587615966797,22.38918876647949,48.84676742553711,24.32029914855957,28.188867568969727,36.47587966918945,48.746055603027344,52.257286071777344,19.36811828613281,56.60015487670898,14.422647476196287,17.68381118774414,28.649999618530277,57.21083831787109,2.631999969482422,56.54711532592773,13.011500358581545,49.41828536987305,56.33976745605469
2013-02-08,36.540977478027344,71.33635711669922,22.610780715942383,49.3093147277832,24.280277252197266,28.087425231933597,36.647705078125,49.33563232421875,52.80894088745117,19.65390396118164,56.79878616333008,14.630879402160645,17.631336212158203,28.549999237060547,57.44423294067383,2.615999937057495,56.25008773803711,13.09749984741211,49.69102096557617,56.655029296875
2013-02-11,36.56351852416992,71.56190490722656,22.86520195007324,48.96897506713867,24.560474395751957,27.971525192260746,36.30632781982422,48.80587387084961,52.31243515014648,19.580080032348636,56.7352294921875,14.78335666656494,17.801876068115234,28.26000022888184,57.230262756347656,2.561332941055298,56.29465103149414,12.86050033569336,49.772830963134766,56.60247039794922
2013-02-12,36.92417907714844,71.50929260253906,22.881616592407227,48.85520553588867,24.50265884399414,27.21083068847656,36.41547775268555,48.71188354492188,53.05323791503906,19.537036895751957,56.7352294921875,14.412792205810549,17.703487396240234,27.3700008392334,57.34698486328125,2.526000022888184,56.420894622802734,12.9350004196167,49.95465850830078,56.89521789550781
